vocal_channel,emotion,emotional_intensity,statement,repetition,sex,length_ms,zero_crossings_sum,mfcc_mean,mfcc_max,sc_std,sc_min,sc_max,stft_std,stft_min,stft_kur,kur,skew,PCA1,PCA2,PCA3
speech,fearful,normal,Dogs are sitting by the door,1st,F,-1.0404365825946924,0.2600495035946456,-0.6893012879914558,-0.6691535680087022,0.5313340386446057,-1.0884694029008997,0.1694329608840532,0.8545805522281178,-0.47051743288632863,0.3450185815483801,-0.09914881586105767,-0.5756235016930555,0.8310203598216916,1.0932362459336475,-1.3606932307086956
speech,angry,normal,Dogs are sitting by the door,2nd,F,0.07439416317343468,2.147693308738726,0.8129467562708944,1.201778676873209,-1.0562214319344883,0.8461484778618946,1.5245491437814966,-1.0682737005913583,0.0721143170890559,1.5478539293334281,-0.5320734975342591,0.8305185907400965,1.7196881682315786,0.95017694291931,-0.027940399665410787
speech,surprised,normal,Kids are talking by the door,2nd,F,-1.4298752089274867,-1.2852302096126866,-1.8816981566575366,0.5645370557646797,1.2308523827344273,-1.0884694029008997,0.17196763208928584,1.398765298395528,-0.47051743288632863,-1.3728920393267845,1.2955701335894527,-0.35139499446031247,-2.2266941525711674,1.0306760968571742,-0.6714082810949737
song,happy,strong,Dogs are sitting by the door,1st,F,1.1908963193550073,3.0180734722908418,0.7466203642005309,-1.95819238701926,-0.09522689825836848,0.9441442420055899,-0.7793544901272801,1.3564079741768933,-0.45464740580607327,-1.2672337865132204,0.39843985655509057,0.012371630754144828,4.641046280195558,-2.3604520940544615,-1.019912242730376
song,happy,strong,Dogs are sitting by the door,1st,F,0.2983631585751274,1.3089831887788455,-0.40794098024512854,-1.3615899086233076,0.48608482795430785,-1.0884694029008997,0.7420645141635261,0.5669155796033143,-0.47051743288632863,0.6346817038171936,0.0023953792305235707,-0.014961869368935921,3.403797196390941,0.4639249510723525,-0.6922620812017288
speech,surprised,normal,Kids are talking by the door,2nd,F,-0.7613110435492993,-0.7108011430776642,0.09740697734602846,0.8507392914941668,0.75925438092952,-1.0884694029008997,0.4586534647091164,0.6712052154091468,-0.47051743288632863,-0.6514367065809097,0.33810994241645276,-1.0962801319973532,-1.499514802863318,-1.0168858521923834,0.6723074485423658
speech,fearful,normal,Dogs are sitting by the door,1st,F,-0.9284520848938461,1.3889773506109564,0.04898042367375247,-0.3249348133662239,-0.3453366646656802,0.9678328201774068,1.94465977335442,0.17329340923699135,-0.4281782989527774,-0.365534581909815,-0.7590256748800573,-0.24864473177726343,-0.6891386710253348,-0.07285716876427487,-0.5081470754370834
speech,angry,normal,Dogs are sitting by the door,2nd,F,-0.5941700022047526,0.5472640368621569,-0.7683028050856504,0.3577602418094296,0.9905884850731755,-1.0884694029008997,2.4830537715159835,0.30992113763031076,-0.47051743288632863,-0.5752457967117469,-0.2906426170405264,-0.005437207680001339,-1.654788018457002,-1.8377216768823998,-0.8856954225147516
speech,calm,normal,Dogs are sitting by the door,2nd,F,-0.9836086285375466,-1.1203275688393248,-2.116584502049749,-1.624395750006332,1.239030082463523,-1.0884694029008997,0.7085580539360139,1.3444938572503162,-0.47051743288632863,-1.5671947293484272,0.1258709396285973,0.16756541171746037,-3.2642005060707513,0.5479839102599465,-0.8368980804117347
song,sad,strong,Dogs are sitting by the door,1st,F,0.6878017849079214,0.9819080834038659,-1.315729430977654,-0.6770392972400523,0.33230946072403406,-1.0884694029008997,-0.35553097683662466,1.1949237247711308,-0.47051743288632863,-0.6754895609600697,-0.8677955719204967,-0.09257769975529086,-0.1146666573824018,1.133292718437865,-1.0067800907404458
speech,neutral,normal,Dogs are sitting by the door,1st,F,-1.0404365825946924,-0.6676643595641026,-1.8445324962556084,-1.1044149725725938,1.1941939356620324,-1.0884694029008997,1.2461394143275453,1.142919982767922,-0.47051743288632863,-1.5228742859901163,-0.3717821943421735,0.0708294466027724,-3.7416471117673207,0.3945557963773635,-0.6643055118453477
speech,fearful,strong,Dogs are sitting by the door,1st,F,-0.4821855045039062,0.1956173459414777,-0.2544129056562614,-1.052502864317694,0.8509552910556659,-1.0884694029008997,0.20203584793356336,0.8713333740312841,-0.47051743288632863,-0.9267781933433161,0.6663077760855206,0.5698147925619184,0.4129050587897434,-1.16721739233928,-0.8855614046614395
song,sad,normal,Dogs are sitting by the door,1st,F,1.4131939043432546,-0.6097846247231213,-2.341680737242435,-2.5537555385344217,0.7329454910215043,-1.0884694029008997,0.25200328852458287,0.7904622493028842,-0.47051743288632863,2.8809907065407363,-1.073972841122186,-1.752433480090736,0.5627036442301093,4.041192143417886,-1.247238503008135
speech,angry,strong,Dogs are sitting by the door,2nd,F,0.24320661493142695,0.7946179980221998,1.2950750122541808,-2.1040431822368313,0.7518177353313614,-1.0884694029008997,2.53186538631278,0.8633401249976145,-0.47051743288632863,-1.1617111970070968,0.032127484921074256,0.12252595327178484,4.512641564204413,-5.114905523152181,-1.2125192516514907
speech,calm,strong,Dogs are sitting by the door,2nd,F,-0.7613110435492993,-1.4184628067938136,-3.378875208388399,-1.0271832151955258,1.417753314975778,-1.0884694029008997,0.2638314636213863,1.4313882904432076,-0.47051743288632863,-1.4750037967636977,-0.47754680292035606,-1.5358219464751084,-4.770169907276262,2.6486310351054736,-0.3569415495600583
speech,fearful,strong,Dogs are sitting by the door,1st,F,-0.8164675871929998,0.6226168992023023,0.44128095144205015,-1.9978372070127974,-0.2749044695663068,-1.0884694029008997,0.18809527379499738,0.5815163495182439,-0.47051743288632863,0.8879694444825221,0.3209720683132904,1.1695170746756802,4.271126597580612,-0.1725796957357223,-0.9942253860129141
speech,calm,strong,Dogs are sitting by the door,2nd,F,-0.4821855045039062,-0.5292444276566614,-0.43155654107437974,-0.00388743226145039,-0.6887351278202489,1.3459571014806786,-0.6401954921259251,0.01367973109139865,-0.3371138748759296,-0.3735210280143754,-0.6296075738120352,-1.5394522461735622,-4.050440463484538,-0.2182686088110443,0.2692468035457842
song,sad,normal,Dogs are sitting by the door,1st,F,2.1385860237785876,1.292602131748379,-0.6567997648101523,-2.364709210356406,-0.4477202239385264,-1.0884694029008997,-0.6577815227242232,1.4197738973178573,-0.47051743288632863,-1.0925987949893745,-1.2822216292243482,-1.7024466722529112,-0.2903966150605777,0.8448843948356184,-0.8056314895781357
song,happy,normal,Dogs are sitting by the door,1st,F,0.2983631585751274,0.8071768084122241,-0.3422878181430992,-1.1636769912783318,0.01624602299675511,-1.0884694029008997,-0.21203050994854222,1.0825673909841231,-0.47051743288632863,-0.9241739516208538,0.34176408168432415,0.4511011128914459,0.7292291372492313,-0.20857971861322377,-1.2452121908061746
speech,angry,strong,Dogs are sitting by the door,2nd,F,1.6923194433886477,2.271097271701573,-0.012366310730828422,-0.6066454798925284,0.42406144304295285,-1.0884694029008997,0.16249410118994687,0.8508710085622366,-0.47051743288632863,-0.48241445885888257,0.6119730576868403,0.6978367726649579,2.012030284445401,-0.5575886893134562,-1.2158280805111652
speech,angry,normal,Kids are talking by the door,2nd,F,-0.5941700022047526,0.10006117993042359,-0.03977350274174154,-0.2788105480333338,0.7971916030500475,-1.0884694029008997,-0.33296577849345815,0.8142777637346256,-0.47051743288632863,-0.5299818115870347,0.9381313517042384,0.7084703727475176,1.4603190686490464,-0.33712642928475195,-1.248178154459098
speech,neutral,normal,Kids are talking by the door,1st,F,-0.9836086285375466,-0.8383003702981279,-0.19642828171354493,0.8083815283140189,-0.6410761189719586,1.2667950072244176,-0.6432911432559777,0.08842000857520976,-0.3090637370553755,-0.008378882925145586,0.1518529876728121,-0.9952404032613505,-3.517517090712909,-0.761862153696084,0.4342408283488639
song,happy,strong,Kids are talking by the door,1st,F,1.0789118216541609,0.7077983957607278,-0.5476920767619902,-1.20144779181842,-0.31087191957580657,-1.0884694029008997,-0.04151221836012935,0.8037066199460097,-0.47051743288632863,0.5696480617389019,0.7942981739425934,1.1427832411582275,1.8742614527795607,1.1682876331626002,-1.0459527785054539
song,sad,strong,Kids are talking by the door,1st,F,1.4700218584004006,0.8039005970061308,-0.7043084816255989,-0.6091830222435946,-0.6346092167534145,0.9694215412529362,-0.8249228148447897,1.0602476576932403,-0.4476475812336356,-1.0558296101246616,-0.1887401216910408,-0.8424211421296777,-1.1587479850132434,0.2134139220855708,-0.8348088506584541
speech,calm,normal,Kids are talking by the door,2nd,F,-1.1524210802955388,-0.8025350624482762,-0.43991289585134213,0.720698419834809,-0.5556926001052005,1.1357598034077914,0.906556291178899,-0.40805027941152144,-0.3482965578576067,0.35632174749493256,-0.08981616293079843,-1.6877178628523706,-4.16700597538608,-0.47113961071914456,0.6195490701220205
speech,fearful,normal,Kids are talking by the door,1st,F,0.019237619529734237,1.9205426512495918,-0.12004024335642702,-0.635776250678236,-0.5429035188809949,-1.0884694029008997,0.18210378502200752,-0.02322371877759763,-0.47051743288632863,0.3954748867332019,0.3691573993212651,0.5868830453293439,1.1751984726727416,-0.2078473109615172,-0.5710884556339059
speech,calm,normal,Kids are talking by the door,2nd,F,-0.8732955412501457,-1.773931744354935,-2.998158051045281,-0.7473011793099624,1.2749405394653328,-1.0884694029008997,0.16943303103218008,1.313080367368044,-0.47051743288632863,-0.948380335734175,0.871032790548691,-1.6608702275019696,-3.4876423843823163,2.899687644778434,-0.41632761596176737
speech,angry,normal,Kids are talking by the door,2nd,F,0.1312221172305806,0.3785391494483527,-0.304543404378393,1.7125997611121706,0.18582101330618964,0.8183110633222329,0.17979079584893864,-0.21346930102497821,-0.3713931901612014,-0.46339759651487933,-0.09275842388664247,-0.12281621713909499,-0.6290584754904455,0.06941915918827407,0.05811260896484672
song,sad,strong,Kids are talking by the door,1st,F,2.083429480134887,-1.0018379229856176,-1.5755973208048686,-0.839375463093064,0.4525980954727603,-1.0884694029008997,0.16943287337252635,0.9896459459732546,-0.47051743288632863,2.1301562752419705,-0.8675909730512885,0.37032148185997227,2.3323278530127136,3.908383099286593,-0.3074771674218836
speech,fearful,normal,Kids are talking by the door,1st,F,-1.095593126238393,-1.498729986243099,-0.6820748375113496,0.3475096785058719,1.161953693368471,-1.0884694029008997,0.22554701510053432,0.6546176457559123,-0.47051743288632863,-1.111556980756357,-0.18383385510483163,-0.032305375396140645,-1.2276223603156775,-1.3213861355656435,-0.5303443422454802
speech,neutral,normal,Kids are talking by the door,1st,F,-1.0404365825946924,-1.3906150098420207,-2.0825563177102513,0.4247960563185709,1.3175971656947025,-1.0884694029008997,5.615950100197201,1.2130068553878628,-0.47051743288632863,-0.8505157743391158,0.09994181032766287,-1.5571984151555445,-1.8558272885298253,3.0617273088610637,0.28916799004507243
song,sad,strong,Kids are talking by the door,1st,F,2.584852604168528,0.459898399366336,-0.9651556966467526,-0.997892429612479,0.3714256283769688,0.5537571146612322,0.3032239080548931,1.2313234210088015,-0.4593699178458426,-0.49827887127678966,-1.975693381174959,0.28924691657751933,1.5548574025446125,1.6018079638255092,-0.2640850504645877
speech,calm,normal,Kids are talking by the door,2nd,F,-0.8732955412501457,-0.43286920879408397,-0.9584400033026219,-1.3319079330188817,0.17420860936584143,1.3512556015804305,0.2198536893869855,-0.3999832309448653,-0.03465409945398228,-0.43833134021458076,1.6345138999774105,-1.0658329394738353,-2.945445328382148,-0.1519100066885663,0.29414314467323466
speech,neutral,normal,Kids are talking by the door,1st,F,-0.7613110435492993,-0.592857532458306,-1.1771937389636256,-0.6416383312345877,0.5867734177122239,-1.0884694029008997,0.29127533032344255,-0.32719093836145186,-0.47051743288632863,-0.5688111646471405,-0.04588528213004341,-1.3045238886117638,-3.598231753046966,-0.11311417157458803,-0.4957772895406822
speech,surprised,normal,Dogs are sitting by the door,2nd,F,-0.9836086285375466,-1.2404553203960784,-1.2993068835400825,-0.576466919905016,1.334508453069829,-1.0884694029008997,0.318572948990407,0.4099319150510922,-0.47051743288632863,-0.04574326136809359,-0.762319228078425,-0.8556509224873505,-3.644602161977183,-1.6964925902403363,-0.3180240803614336
speech,surprised,normal,Dogs are sitting by the door,2nd,F,-1.1524210802955388,0.25622725695420345,-1.0552145671508686,0.09119982245327192,0.6171743980004131,-1.0884694029008997,-0.7066273497033689,0.7197593698133448,-0.47051743288632863,-0.6635400277053184,0.38887348781167147,0.9214980639100238,-0.7016286283004454,-0.1423778832277286,-1.160821695236323
speech,surprised,strong,Kids are talking by the door,2nd,F,-0.20305996545851301,1.0782833022664433,-0.47889246219795306,-0.30809748710682905,0.575988692608042,-1.0884694029008997,0.16943271849101452,0.6967475770307618,-0.47051743288632863,-0.34909831593661744,-0.027113996386084357,0.6633228081893959,0.22462156475187464,0.09399109010026072,-1.1817928088967262
speech,surprised,strong,Kids are talking by the door,2nd,F,-0.9284520848938461,-1.488901352024819,-0.7580566937875731,-1.4566975498386523,0.8340141424585154,-1.0884694029008997,0.3616721638872468,0.6821296923763787,-0.47051743288632863,-0.7592914074089652,-0.9295831375366083,0.04878694394360382,-2.1889199121698857,-1.7200547833381676,-0.5485652732740706
speech,calm,strong,Dogs are sitting by the door,2nd,F,-0.5390134585610521,0.523784521785155,-1.0587781977832538,-1.0173707693298741,-0.1622579633091178,1.6552422858592484,1.1728199237952617,-0.85664430079304,-0.16864035415475986,0.010966042397895424,0.45067311035836044,-1.5320441337120707,-2.8026736134192585,1.3375201845022748,0.65237341836939
song,sad,normal,Dogs are sitting by the door,1st,F,1.804303941089494,0.6504646961540953,-0.9992651174024286,-1.656822210175689,0.10654767878480173,0.7719250193723137,0.170155628872646,1.4226923263390672,-0.4613669759126985,-0.8044953866269046,-1.7404475092195122,0.5484570641336938,0.8608391366382053,1.1354359511282783,-0.6315285621950328
song,sad,strong,Dogs are sitting by the door,1st,F,1.6923194433886477,0.2660558911724833,-1.0074497985374662,-0.3745309382202183,-0.2168627039000572,-1.0884694029008997,-0.03285339552302737,0.929792279916005,-0.47051743288632863,1.4009346212607745,-1.7687865391081825,0.04845668994508932,1.4586551524362916,2.755433842826036,-0.9994996126625614
speech,calm,normal,Dogs are sitting by the door,2nd,F,-0.7061544999055989,-0.2734269203642108,-0.8210974992024734,0.2640192654377013,1.0300636545283748,-1.0884694029008997,0.24520183826989508,0.8564694866118082,-0.47051743288632863,-0.6805697197430437,0.6016849926645593,1.157024185836625,-1.2242817087034656,1.160758559362656,-0.9316498244865413
speech,neutral,normal,Dogs are sitting by the door,1st,F,-0.5390134585610521,-0.33403683137693657,-0.6150554673935796,0.7278506196947049,1.158784373698622,-1.0884694029008997,0.30970114533808013,0.6032225442738959,-0.47051743288632863,-0.8826182016141942,1.3262540247257304,0.6928752128472176,-1.8900090779752208,-1.3195210202060377,-0.5019201317152993
speech,calm,normal,Dogs are sitting by the door,2nd,F,-0.20305996545851301,-0.06811767224903166,-1.280202187908663,0.7907706689838355,1.1427206352619432,-1.0884694029008997,2.1080405676452454,0.7179671766029485,-0.47051743288632863,-0.6261887396962676,0.22560597062069013,-0.1533412163959175,-1.794622979867438,0.6885786072764423,-0.8323389556442252
speech,neutral,normal,Dogs are sitting by the door,1st,F,-0.8164675871929998,-0.24667119388111564,-0.6921759799562462,0.8570037169495961,0.8368730958367548,-1.0884694029008997,0.2043998799821915,0.309070624944584,-0.47051743288632863,-0.667259862172228,-0.13548536987106413,0.6608050424445601,-2.047375014547741,-0.42199046633199244,-0.4789425664081894
song,sad,strong,Dogs are sitting by the door,1st,F,1.9162884387903405,0.03344488133986014,-1.381568628960933,-1.0244487315554272,1.23531270952666,-1.0884694029008997,2.665530129219545,1.7364886311982513,-0.47051743288632863,-1.4175851933590444,-0.20192667875134138,0.6143839236606096,0.07998024845794362,0.618815585612624,-1.0369285445962235
song,happy,strong,Dogs are sitting by the door,1st,F,0.5774886976205206,0.9485999341085841,0.10926210826842658,-1.221503877270437,0.12365013229718108,-1.0884694029008997,0.21191166768612027,0.6004451666726643,-0.47051743288632863,1.0867137338425812,-0.5237117446630201,1.1057988126659068,4.223107469080012,0.8601049043634584,-0.41818831040914606
speech,surprised,normal,Kids are talking by the door,2nd,F,-1.2627341675829398,-0.9275771311141698,-0.8768772949988926,0.8180531919300891,1.1259366829351134,-1.0884694029008997,0.26671663555982444,1.369116108000079,-0.47051743288632863,-1.2804599212789116,0.04573888078192694,0.8434890479799207,-0.28789341496288007,0.30748423756111465,-1.0889263967301
speech,angry,normal,Dogs are sitting by the door,2nd,F,0.07439416317343468,1.2074206351899537,-0.600918760108494,0.3803573314711089,0.9803430818093396,-1.0884694029008997,0.39981495793444494,-0.007194251461043217,-0.47051743288632863,-0.2685587492288384,0.29106334655819843,-0.48720415280124113,-2.04527711429238,-1.2202632562936833,-0.6232789923040594
speech,fearful,normal,Dogs are sitting by the door,1st,F,-0.8732955412501457,0.468634963115918,-1.5758248725341668,-0.3793333053951564,-0.04029062636160351,-1.0884694029008997,0.16425640454686305,-0.17705933545104177,-0.47051743288632863,0.20660316138258134,-0.7118084021431738,0.25865337539024896,-2.1080845780352053,0.524759482750717,-1.1108527145185736
speech,angry,normal,Dogs are sitting by the door,2nd,F,-0.31504446315935936,1.572172171735006,-0.3988081669046865,-0.14504202396770238,0.7424380102886607,-1.0884694029008997,0.38068286379336846,0.25949544510179956,-0.47051743288632863,-0.473446721810916,0.7628033019752679,0.7252811823086659,-0.44736449361964314,-0.7886558583135537,-0.9707644709964461
speech,fearful,normal,Dogs are sitting by the door,1st,F,-1.2075776239392393,0.7146238361900887,-0.5581946886780036,0.08120428273297284,0.1326283607205429,-1.0884694029008997,0.24628707705365827,-0.5638918571053539,-0.47051743288632863,0.030435210372239375,0.4975165357433725,-1.0151760030692933,-1.0224331060930532,-0.463538874834808,-0.3123297115875831
speech,surprised,normal,Kids are talking by the door,2nd,F,-1.1524210802955388,1.0684546680481635,0.5097560691613503,0.6274632594690912,-0.592995423583813,0.5513238874370587,3.5721770181192096,-0.7588645806606747,-0.3773045584681045,0.2629639180244814,-0.011206911192186149,-0.6079859681100565,0.30629297363379254,0.3601184982050347,0.5485855388617568
song,happy,strong,Dogs are sitting by the door,1st,F,0.07439416317343468,1.5880071935311235,-0.6693671730390499,-1.1416964970977437,-0.8167708180694091,-1.0884694029008997,0.17261605916419995,0.03506237815369242,-0.47051743288632863,1.01998322537491,-0.694393741705125,0.38792047231191645,2.3751691404076967,1.7934637031904852,0.038646829976878426
speech,surprised,strong,Dogs are sitting by the door,2nd,F,-0.9836086285375466,0.8260150239972605,0.9326575919103426,-1.0480786090316603,-1.3292582868848926,0.4821941928465265,-1.1570522767635805,-0.2674740015650354,-0.44923257252666315,0.10568055474848008,-0.9009091449701765,0.701983415515334,2.718121065292594,-0.7547122514120249,0.013066017735992383
song,happy,normal,Kids are talking by the door,1st,F,1.2460528629987078,1.0386957477761494,-1.4389040348041844,-0.8467796093285764,-0.07127626912339508,-1.0884694029008997,0.1696505601133385,0.8913804457014727,-0.47051743288632863,0.2368425119599122,-0.26738618228824534,0.6154125463594612,0.8192541763570166,2.6473836338122942,0.07893371846207814
speech,angry,strong,Kids are talking by the door,2nd,F,0.18637866087428104,2.6680648870732093,1.653197898630011,-1.0220992835214247,-1.6567580414241325,2.038477399199382,-0.9481247571940197,-0.24667754583773482,-0.4519860824117943,0.9887730687867061,-0.24318919452090973,1.2309769157045527,6.370012599847736,-2.1932250865294574,-0.14363400851127253
speech,fearful,strong,Kids are talking by the door,1st,F,-0.5941700022047526,-1.2713063111367902,1.6946464236804957,-1.7915508230253527,-0.013798275675724132,0.42053107033005854,0.21243133281792803,1.5470430904601433,-0.46371330635782465,-1.793837253792064,0.6677458329064228,0.6390339437651572,4.31073851070785,-1.5244767771907304,1.9181038596129703
speech,angry,strong,Kids are talking by the door,2nd,F,-0.7061544999055989,-0.3941007071553134,1.8719466972712466,-0.8434462241513231,-1.3356831883566775,-0.1793956348105255,-1.3207998242301544,0.3795110941850619,-0.3646575111423427,-0.4073718877450165,0.7033166165234218,0.42975307239063615,5.798385131275394,-2.990941749864292,2.5671399286553345
speech,fearful,strong,Kids are talking by the door,1st,F,-0.7613110435492993,1.7665607151632075,0.99413493292878,-2.3637506601761937,-4.173684346225799,2.7011845995565316,-1.9105105715489623,-0.32419406256789846,-0.4373133931325121,3.8745540817521453,-0.3899481352978824,1.2163512660791174,6.471090378498793,0.010816507079298873,-1.0079454615046506
song,happy,normal,Kids are talking by the door,1st,F,0.6326452412642211,0.2463986227359236,0.32002774594514777,-1.0767385670482754,-0.28767509542120895,0.4191571292053457,0.1725330967954331,0.5627382864832441,-0.4471891624013488,-0.02149120925269428,0.563031947943002,0.17039909906321096,3.02094576027532,0.7643101186468122,0.3761598655107196
speech,surprised,strong,Dogs are sitting by the door,2nd,F,-0.9284520848938461,0.05037197360467544,-0.08260327127725993,-0.6066739440632091,0.48396085094124497,-1.0884694029008997,0.09548277103417434,0.6990796443224687,-0.47051743288632863,0.435715096867075,0.19151921610803968,0.9450681775867378,2.6932703812514434,0.08134934102052359,-1.3650097496467042
song,sad,normal,Kids are talking by the door,1st,F,2.083429480134887,-0.2780682198561763,-1.1997765650214507,-0.7705094793393615,0.8959818796426028,-1.0884694029008997,0.2563553901590976,1.6671825322076668,-0.47051743288632863,-1.224648128085109,0.4388521864025002,1.7537484721989207,0.48750538542751126,0.7350749491128261,-0.8633742401610273
speech,calm,strong,Kids are talking by the door,2nd,F,-0.09274687817111213,-0.6834993813602201,-1.1640363568724783,0.08606896336264283,0.6927412014342336,-1.0884694029008997,0.23293985517888263,0.7652851247073932,-0.47051743288632863,-0.1914991678776086,1.9689818772654892,-0.42663082436308475,-0.9932021584893456,2.2269742887592088,-0.4298612375694592
speech,calm,strong,Kids are talking by the door,2nd,F,-0.2598879195156589,-0.4912949788694142,-0.42364743540638095,1.0241872541392976,0.9261778788845146,-1.0884694029008997,2.338485505599517,0.4392520590257635,-0.47051743288632863,-0.645902683328201,0.10323071778422561,0.7094427955426126,-1.2521397230500717,0.4236954189683205,0.08044941683047412
song,sad,normal,Kids are talking by the door,1st,F,1.3580373606995542,-0.010237937408050315,-1.1985160541107396,-1.305697816935561,0.23503406544597708,-1.0884694029008997,0.308983558522402,0.9551894010196754,-0.47051743288632863,0.5243098257582757,-1.694380614919883,-0.044419140798490506,0.7082463759794657,2.3198131289447246,-0.8574373056908703
song,fearful,strong,Dogs are sitting by the door,1st,F,0.9669273239533146,1.1200549976941327,-0.3194922514152793,-1.578763068594112,0.1558799325109389,-1.0884694029008997,0.17215734771236904,0.7957253130950612,-0.47051743288632863,-0.5199943700716819,-1.2481351231670488,0.643938185057676,1.779216809389978,-0.6910171427962424,-1.2205169829324327
speech,happy,normal,Dogs are sitting by the door,1st,F,-0.9836086285375466,-0.4607170057458769,-1.0700790360317238,-0.23668434472818106,0.6679005087319592,0.8381911660911637,0.2871617137713357,-0.22271445568528245,-0.127867398155866,-0.28455449423125234,0.11303698923239826,-0.6041863861114413,-2.789083455121984,-1.285506409715159,-0.3267403645767782
song,angry,strong,Dogs are sitting by the door,2nd,F,1.0789118216541609,2.0603276712429053,0.2678490572493521,-0.7035198229448365,0.0029645071150286627,0.2317091159308058,0.16868239596344534,0.5970556877334106,-0.40660600193629665,-0.40045033406452757,-0.738158874984466,0.571317644452995,5.009794452062426,-2.3303636641303047,-0.8369185446437576
song,angry,normal,Kids are talking by the door,2nd,F,1.0237552780104606,0.5434417902217147,-0.12964813264452368,-1.0005184416832273,0.0820657514769063,0.5120558183410091,0.17423753721378218,0.9443885566119988,-0.4467976179176845,-1.1031306472820372,-1.266112223394418,1.3111194943448408,2.2804536649191003,-0.9702691904315616,-0.4760711910106872
speech,happy,strong,Kids are talking by the door,1st,F,-0.5941700022047526,-0.20080423419580967,-0.20896831192372994,-0.5520735102828267,0.39800232480170683,0.8636478854079546,4.021203112819027,0.05053158084826224,-0.40736598710610206,-0.5509432872618156,1.1338136728393537,0.3875883319298997,1.3158348525013273,-1.652278503568699,-0.44961771885189644
song,fearful,normal,Kids are talking by the door,1st,F,0.9669273239533146,-0.33130665520519215,-0.9405877398222962,-1.5743722779411757,0.40839945270401895,0.5473084859253904,0.3154690632812492,0.7315527568460443,-0.4649361125615949,0.0006650025265240996,-1.3022403990654001,0.8459472361794675,1.326597611419711,0.7844838605274496,-1.0038313078983918
song,calm,strong,Kids are talking by the door,2nd,F,3.756511303993801,0.7894306632958854,-1.8240095294908978,-1.5564363885538977,-1.425418189649995,-1.0884694029008997,-0.9751913249895341,-0.629261067049649,-0.47051743288632863,6.578763537380073,-1.380436768317657,0.15928488971435753,1.8536267616749424,6.288695618486323,-0.3805752214768971
speech,disgust,normal,Kids are talking by the door,2nd,F,-0.649326545848453,-0.07740027123296264,-0.089866076175657,1.4897314590995452,-0.7836883216482291,0.8581603303324598,-1.8685248553743832,-0.634351710341607,-0.058565670974846024,-0.170320470371628,0.6619577264607969,-0.6707410594907219,-1.911280489585096,-0.26597518609161225,0.3273388324672548
speech,sad,normal,Kids are talking by the door,1st,F,-0.8732955412501457,-0.47655202754199444,-1.7692389054170128,-0.08406946246445204,0.24394348431650528,1.2578638683459087,0.16539882599648173,-0.21116211546774316,-0.37985963399014894,-0.05320771810387274,-0.3288787726281235,-1.291910341394651,-4.585216161274972,0.241724471878547,0.1366864617818246
speech,disgust,normal,Kids are talking by the door,2nd,F,0.2983631585751274,0.8470373805196924,-1.519723048402894,0.24216955258186135,0.2698174816395256,-1.0884694029008997,0.22407874484006807,-0.03132510448959224,-0.47051743288632863,0.32520967213137597,-0.18766363328612892,-0.9967711039690961,-3.321595466617198,2.2327662553597833,0.12776275394653291
speech,sad,normal,Kids are talking by the door,1st,F,-0.7061544999055989,0.5300639269801671,-0.6556245296954296,0.7418476833013375,0.05483336543347377,0.6720817455285695,0.1618685682925552,-0.27360813996446004,-0.36748078774884896,-0.09022712286831244,0.450432054138074,-0.6692159871004879,-1.7923244388722097,-0.3885233427265257,-0.1975567626235198
song,calm,strong,Kids are talking by the door,2nd,F,0.9669273239533146,0.6548329780288864,-1.321344617733546,-0.7536263796163035,-0.12294208219712575,-1.0884694029008997,0.2788754568499425,0.5191277696835067,-0.47051743288632863,0.49288638618077985,-0.7379530726573912,-0.09069951505750323,0.7162192283287576,1.454605676147584,-0.8647877266706716
song,fearful,strong,Kids are talking by the door,1st,F,0.9669273239533146,1.8080593929737223,-0.1617006114369479,-0.6329109857133893,-1.0856487754718067,-1.0884694029008997,0.16946728880518988,0.19145206634877088,-0.47051743288632863,1.4461099841922735,-0.5761525199001023,0.004085429683391888,2.4585034360362945,1.6847460543485044,-0.3339090466135492
song,angry,strong,Kids are talking by the door,2nd,F,0.9117707803096142,0.953514251217724,0.30844863930976607,-0.7413810164593845,-0.21307127628947933,-1.0884694029008997,0.17575362262238928,0.7440267309760737,-0.47051743288632863,-0.4155799591906112,-0.1800401751522926,1.0451618459101233,4.223089393946388,-0.6841905077272596,-0.03989961793246412
speech,happy,normal,Kids are talking by the door,1st,F,-0.8164675871929998,0.05037197360467544,-0.60046343223991,0.7325379762340554,-0.1552736349537676,1.2870972317953462,-0.33845737144204247,-0.7961067244961811,-0.2310593932030559,0.2844016551602785,2.134948021361929,0.6011027571748933,-1.1276965319018564,-1.4232492626786701,-0.6247930659117877
speech,happy,normal,Kids are talking by the door,1st,F,-0.649326545848453,-0.5715621583186996,-0.539575391853755,1.2202857729288727,0.8879289376987934,-1.0884694029008997,0.30237882700453134,1.1354162916780122,-0.47051743288632863,-0.8441712065701514,1.104140344681561,0.7979534330529674,-0.014549964984074302,0.9182049715426158,-0.9508488555029563
song,fearful,strong,Kids are talking by the door,1st,F,0.6878017849079214,1.1151406805849928,-0.05108152210987331,-1.0555550696467393,-0.3212083902504085,-1.0884694029008997,0.1828687223349859,0.489096758170843,-0.47051743288632863,0.18764618572661085,0.027677000225920945,1.1134133539787967,2.5927918045289116,0.29275507729197897,-0.35742618636060636
